Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Bahrain,BHR,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,258.48768,267.72424,273.94407,..,..,..,..,..,..,..,..,..
Bahrain,BHR,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,349.81361,354.79561,367.26916,..,..,..,..,..,..,..,..,..
Bahrain,BHR,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,26107,27080,27891,30285,32868,33186,33996,34055,34585,34355,..,..,..,..,..
Bahrain,BHR,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,79919,81857,83141,88866,90092,92454,95666,97733,99026,102003,..,..,..,..,..
Bahrain,BHR,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,..,93038,95524,99702,103806,108154,112179,113470,113878,115819,..,..,..,..,..
Bangladesh,BGD,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,395281,458389,..,..,..,527798,548201,574001,576887,..,..,..,..,..,..
Bangladesh,BGD,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,400052,376914,378049,378209,..,..,436223.9744,450665.8182,452193,406716,..,..,..,..,..
Bangladesh,BGD,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,58.76918,57.86075,61.01554,61.0933,65.13733,72.75872,72.89297,73.9122,74.68446,..,..,..,..,..
Bangladesh,BGD,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,1158.89108,1248.22154,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,999.81977,1011.5718,1094.19719,..,..,..,2187.1023,..,..,2291.32184,..,..,..,..,..
Bangladesh,BGD,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,1233593,2375955,..,2961031,..,2864877,3129535,3667851,3578384,..,..,..,..,..,..
Bangladesh,BGD,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,11334055,11542964,12187154,13314077,..,14566771,15787818,15314757,15869820,15710974,..,..,..,..,..
Bangladesh,BGD,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,16987106,..,..,..,..,..,..,17251350,17338100,..,..,..,..,..,..
Barbados,BRB,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,1742,1720,..,..,1665,1560,1553,1446,1445,1398,..,..,..,..,..
Barbados,BRB,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,..,..,1172,1093,1097,1091,1092,..,..,..,..,..
Barbados,BRB,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,359,348,..,..,371,367,365,347,340,348,..,..,..,..,..
Barbados,BRB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,99.6,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Barbados,BRB,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,69.11846,..,..,..,..,..,..,..,..
Barbados,BRB,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,80.12745,..,73.36888,59.01012,64.58115,..,91.76461,..,..,..,..,..,..,..,..
Barbados,BRB,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,5814,5620,..,..,5966,6015,5711,5622,5320,5144,..,..,..,..,..
Barbados,BRB,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,19497,19696,..,..,20603,20554,20370,20249,19571,19121,..,..,..,..,..
Barbados,BRB,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,22659,22509,..,..,21171,20909,20731,20384,20218,19895,..,..,..,..,..
Belarus,BLR,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,23907,23644,23595,23150,22383,22029,22385,22497,22241,..,..,..,..,..,..
Belarus,BLR,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,85401,80513,77028,77654,77110,75835,..,..,..,..,..,..
Belarus,BLR,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,44470,45101,47213,41718,41851,43258,43285,43715,44133,..,..,..,..,..,..
Belarus,BLR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,99.75656,..,..,..,..,..,..
Belarus,BLR,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,567.27995,608.91256,..,..,..,..,..,628.55204,..,..,..,..,..,..,..
Belarus,BLR,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,1324.10181,..,..,..,..,..,..,..
Belarus,BLR,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,281575,296823,302631,318900,326933,330616,330567,339295,349373,..,..,..,..,..,..
Belarus,BLR,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,762616,722508,693047,660837,648541,644153,644344,644334,649357,..,..,..,..,..,..
Belarus,BLR,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,357796,353801,351780,355634,368783,387051,410487,423001,427752,..,..,..,..,..,..
Belgium,BEL,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,66317,65783,66441,68576,68826,69681,70530,72269,73029,..,..,..,..,..,..
Belgium,BEL,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,127706,128413,129222,130790,132043,132355,..,..,..,..,..,..
Belgium,BEL,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,31194,31978,32488,33653,34465,35254,35626,35890,36162,..,..,..,..,..,..
Belgium,BEL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,2936.18094,3213.22911,..,3681.13865,3735.35276,3186.24791,3313.76937,3446.75943,..,..,..,..,..,..,..
Belgium,BEL,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,8077.03919,8144.05628,7017.36224,7319.93538,7681.31962,..,..,..,..,..,..,..
Belgium,BEL,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,14572.29878,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,14572.29878,..,..,..,..,..,..,..,..,..,..,..
Belgium,BEL,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,434262,444960,452309,456989,462831,461070,459576,455934,450052,..,..,..,..,..,..
Belgium,BEL,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,1202775,1190846,1191573,1206574,1210112,1217912,1196383,1186830,1179334,..,..,..,..,..,..
Belgium,BEL,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,731761,736062,744331,764137,773568,782606,797390,814974,821236,..,..,..,..,..,..
Belize,BLZ,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,2367,2391,2486,2329,2321,2548,2552,2630,2566,2623,..,..,..,..,..
Belize,BLZ,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,1947,2060,2142,2116,..,2322,2230,2401,2413,2445,..,..,..,..,..
Belize,BLZ,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,378,413,436,436,452,455,451,455,447,432,..,..,..,..,..
Belize,BLZ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,1.3417,..,..,1.40737,..,5.57931,6.00786,6.05608,6.45289,..,..,..,..,..,..
Belize,BLZ,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,40.766,..,36.2835,39.18269,39.52951,37.68985,41.47925,41.83299,43.43995,..,..,..,..,..,..
Belize,BLZ,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,36.40745,..,36.8369,37.31939,41.08135,47.16428,52.33537,53.26121,55.96823,..,..,..,..,..,..
Belize,BLZ,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,6596,6739,7116,7400,7501,7505,7618,7461,7349,7485,..,..,..,..,..
Belize,BLZ,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,32780,33614,35391,36778,37095,37856,41046,39756,40353,40641,..,..,..,..,..
Belize,BLZ,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,52650,52361,53605,52573,51978,52072,52333,51512,50764,50388,..,..,..,..,..
Benin,BEN,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,38540,42293,45010,47201,46454,49688,54463,51677,56738,53341,..,..,..,..,..
Benin,BEN,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,88460,90439,93366,90341,..,..,..,..,..,..,..,..
Benin,BEN,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,2928,4043,4454,4556,4818,5927,6133,6613,7193,5418,..,..,..,..,..
Benin,BEN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,32.94882,..,..,..,..,..,42.3624,..,..,..,..,..,..
Benin,BEN,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,8.95306,..,8.52111,10.29617,17.81392,15.56315,..,..,..,..,..,..,..,..,..
Benin,BEN,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,185.36361,..,202.90759,208.802,205.56785,179.98077,..,..,..,..,..,..,..,..,..
Benin,BEN,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,98.18996,..,87.19342,109.81334,110.2654,85.76603,..,..,..,..,..,..,..,..,..
Benin,BEN,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,97333,109449,111621,119138,128703,151732,160448,..,172424,169011,..,..,..,..,..
Benin,BEN,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,..,723727,..,868990,896763,963787,992999,..,..,..,..,..,..,..,..
Benin,BEN,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,1787940,1869379,1987182,2064031,2133330,2238185,2267835,2251555,2223966,2180896,..,..,..,..,..
Bermuda,BMU,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,608,486,429,573,610,398,420,..,..,..,..,..,..,..,..
Bermuda,BMU,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,825,670,661,785,822,638,672,..,..,..,..,..,..,..,..
Bermuda,BMU,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,55,51,60,46,..,60,..,..,..,..,..,..,..,..
Bermuda,BMU,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,13.6296,..,..,..,7.45,6.76625,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,47.3569,..,..,..,29.748,29.56363,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,69.7305,..,..,..,44.054,42.67715,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,357,341,421,389,395,440,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,4418,4320,4224,4175,4093,4040,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,4473,4347,4216,4122,4100,4147,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,4262,4381,4610,3638,..,2482,2541,2725,2647,..,2941,..,..,..,..
Bhutan,BTN,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,2805,3056,3322,4991,5191,6119,6515,6853,7048,..,..,..,..,..,..
Bhutan,BTN,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,79,122,229,330,435,510,574,672,764,..,947,..,..,..,..
Bhutan,BTN,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,55.31756,..,..,..,..,66.56115,..,..,..,..,..,..,..
Bhutan,BTN,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,0,0,..,..,..,0,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,15.23593,23.24508,..,22.2433,33.94069,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,27.42303,41.85383,..,55.61576,59.10819,60.05845,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,659,1520,2586,3835,4896,5894,7125,7250,8499,..,8025,..,..,..,..
Bhutan,BTN,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,60036,62768,66072,68775,74227,74320,74393,75444,76221,..,..,..,..,..,..
Bhutan,BTN,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,110369,111183,110575,104323,101667,99291,96654,94184,91768,..,94165,..,..,..,..
Bolivia,BOL,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,..,..,..,82716,80299,79139,78684,77809,77485,..,..,..,..,..,..
Bolivia,BOL,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,57155,59213,60493,63414,65369,66702,..,..,..,..,..,..
Bolivia,BOL,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,7588,8454,9387,9671,10044,10632,11020,11414,..,..,..,..,..,..
Bolivia,BOL,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,92.22615,94.46057,..,..,92.45508,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,225399,258121,280057,297503,317256,331285,348432,349876,353898,..,..,..,..,..,..
Bolivia,BOL,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,1135844,1114449,1153850,1189580,1208552,1233875,1243485,1235538,1233738,..,..,..,..,..,..
Bolivia,BOL,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,1444023,1400598,1373868,1360090,1345789,1345182,1354038,1368580,1379099,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,..,..,..,9505,9573,9475,9346,9389,9416,9415,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,27765,27940,27405,27028,27087,27153,27311,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,..,..,..,..,..,1414,1516,1671,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,98.14204,..,96.99177,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,23.23507,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,571.60832,..,..,..,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,16789,17028,17293,15463,16380,17529,19121,20465,21005,22848,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,322766,316241,313321,309015,297460,278071,263010,253070,247714,240189,..,..,..,..,..
Bosnia and Herzegovina,BIH,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,175271,170842,166620,162528,161023,162629,161560,161483,159380,157304,..,..,..,..,..
Botswana,BWA,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,..,..,14342,15035,15200,14533,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,1953,2293,1589,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,86.82318,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,..,..,22050,26608,30746,33425,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Botswana,BWA,"Enrolment in primary education, both sexes (number)",SE.PRM.ENRL,..,..,335830,340065,340700,344618,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,762132,774575,786411,789575,795014,791787,793276,796457,798957,..,..,..,..,..,..
Brazil,BRA,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,1412582,1431170,1448245,1441306,1451313,1428559,1417859,1382343,1380391,..,..,..,..,..,..
Brazil,BRA,"Teachers in pre-primary education, both sexes (number)",SE.PRE.TCHR,..,..,..,284767,292498,293298,303707,309670,318381,..,..,..,..,..,..
Brazil,BRA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,90.37918,91.41124,91.33785,91.48424,91.72943,92.0479,92.80844,93.07582,93.2275,..,..,..,..,..,..
Brazil,BRA,"Government expenditure on pre-primary education, US$ (millions)",UIS.X.US.02.FSGOV,9496.51376,13258.73804,..,..,..,..,..,..,..,..,..,..,..,..,..
Brazil,BRA,"Government expenditure on primary education, US$ (millions)",UIS.X.US.1.FSGOV,39086.89177,43958.25323,41237.77175,40537.89017,39180.68168,28811.13078,29106.18966,32540.5048,..,..,..,..,..,..,..
Brazil,BRA,"Government expenditure on secondary education, US$ (millions)",UIS.X.US.2T3.FSGOV,55730.55196,67723.02965,63679.78957,64969.81865,62958.82618,46532.744,46162.61016,51961.50287,..,..,..,..,..,..,..
Brazil,BRA,"Enrolment in pre-primary education, both sexes (number)",SE.PRE.ENRL,4717516,4696625,4765943,4870332,4971941,4923158,5040210,5101935,5157892,..,..,..,..,..,..
Brazil,BRA,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,23538717,23399409,23134072,24881382,24224945,23501784,23538072,23118179,22863908,..,..,..,..,..,..
